Participant,n_per_person_ESM,n_any_con_ESM,n_con_init_ESM,n_con_pers_ESM,n_con_inhi_ESM,freq_con_all_ESM,freq_con_init_ESM,freq_con_pers_ESM,freq_con_inhi_ESM,m_intensity_all_ESM,m_intensity_init_ESM,m_intensity_pers_ESM,m_intensity_inhi_ESM,m_success_all_ESM,m_success_init_ESM,m_success_pers_ESM,m_success_inhi_ESM,DemSex,DemAge,DemStudent3,bfi1,bfi2,bfi3,bfi10,bfi11,bfi12,ipc1_1,ipc1_2,ipc1_3,ipc1_4,ipc1_5,ipc1_6,ipc1_7,ipc1_8,ipc2_1,ipc2_2,ipc2_3,ipc2_4,ipc2_5,ipc2_6,ipc2_7,ipc2_8,ipc3_1,ipc3_2,ipc3_3,ipc3_4,ipc3_5,ipc3_6,ipc3_7,ipc3_8,ipc4_1,ipc4_2,ipc4_3,ipc4_4,ipc4_5,ipc4_6,ipc4_7,ipc4_8,ipc5_1,ipc5_2,ipc5_3,ipc5_4,ipc5_5,ipc5_6,ipc5_7,ipc5_8,ipc6_1,ipc6_2,ipc6_3,ipc6_4,ipc6_5,ipc6_6,ipc6_7,ipc6_8,bisbas8,bisbas13,bisbas16,bisbas19,bisbas22,bisbas24,bisbas3,bisbas9,bisbas12,bisbas21,bisbas4,bisbas7,bisbas18,bisbas23,bisbas14,bisbas5,bisbas10,bisbas15,bisbas20,ERQ1,ERQ3,ERQ5,ERQ7,ERQ8,ERQ10,ERQ2,ERQ4,ERQ6,ERQ9,bisf1,bisf2,bisf3,bisf4,bisf5,bisf6,bisf7,bisf8,bisf9,bisf10,bisf11,bisf12,bisf13,bisf14,bisf15,ips1,ips2,ips3,ips4,ips5,ips6,ips7,ips8,ips9,stst1,stst2,stst3,stst4,stst5,stst6,stst7,stst8,stst9,stst10,stst11,stst12,stst13,stst14,stst15,stst16,stst17,hoyle1,hoyle2,hoyle3,hoyle4,hoyle5,hoyle6,hoyle7,hoyle8,hoyle9,hoyle10,hoyle11,hoyle12,hoyle13,hoyle14,hoyle15,hoyle16,hoyle17,hoyle18,hoyle19,hoyle20,scs01,scs02,scs03,scs04,scs05,scs06,scs07,scs08,scs09,scs10,scs11,scs12,scs13,MISCS20,MISCS11,MISCS21,MISCS18,MISCS4,MISCS12,MISCS2,MISCS15,MISCS19,MISCS23,MISCS25,MISCS26
209,67,64,31,26,7,0.9552238805970149,0.4626865671641791,0.3880597014925373,0.1044776119402985,3.765625,4.032258064516129,3.6153846153846154,3.142857142857143,3.90625,3.725806451612903,4.038461538461538,4.214285714285714,1,24,Y,2,4,2,5,5,4,5,4,3,3,6,3,5,2,3,6,7,7,6,7,3,7,4,4,5,5,4,2,2,5,2,3,3,2,6,4,3,2,2,3,6,2,2,2,3,5,2,6,3,6,3,4,4,5,4,6,4,6,5,6,2,1,3,2,5,3,7,7,3,3,5,5,7,2,2,4,3,5,3,3,3,5,5,5,5,5,3,5,2,3,4,5,3,6,4,7,1,1,7,6,7,5,7,6,6,6,1,3,2,4,3,6,5,6,3,3,5,2,1,5,3,3,2,1,3,4,3,2,4,1,2,2,2,1,2,2,1,3,6,7,4,2,4,5,3,3,1,5,3,1,3,2,3,1,5,3,1,2,2,3,3,1,2,2,3,2,2,1,1
210,76,2,1,1,0,0.02631578947368421,0.013157894736842105,0.013157894736842105,NA,4,5,3,NA,4.25,4,4.5,NA,1,27,NA,3,3,4,3,2,2,5,5,3,5,5,5,6,6,2,4,3,3,5,3,4,4,5,6,6,6,5,5,5,5,6,6,4,5,4,5,5,4,3,4,4,6,3,3,3,4,6,5,6,5,4,5,4,4,3,4,5,5,4,5,5,5,5,6,5,5,5,6,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,3,3,4,3,3,4,3,3,4,4,2,4,5,5,3,6,5,6,5,5,5,2,6,3,5,3,6,5,5,5,4,4,3,2,4,5,5,5,5,6,5,6,4,5,5,5,3,3,2,3,5,3,4,5,5,5,4,5,6,5,3,4,5,4,2,3,3,5,4,5,5,4,4,4,3,4,4,4,4,4,2,2,3,3
211,64,4,2,0,2,0.0625,0.03125,NA,0.03125,4.75,4.5,NA,5,6,6.5,NA,5.5,2,21,Y,2,1,2,4,3,2,5,4,2,4,5,5,5,3,6,6,4,5,7,6,2,2,6,7,6,6,7,7,7,6,4,6,5,6,6,5,2,2,2,2,6,1,2,1,1,3,3,4,5,6,4,6,3,2,7,6,7,6,4,4,6,5,7,5,6,6,7,5,4,6,5,5,6,6,2,1,6,6,6,2,2,1,2,3,6,3,3,6,2,1,2,2,1,7,7,6,5,3,6,6,6,6,6,5,2,7,5,1,5,6,2,2,3,2,3,7,3,1,1,6,1,1,2,2,3,5,5,3,6,5,6,1,1,1,1,7,2,1,4,2,4,2,2,6,5,2,2,6,6,1,1,1,3,5,5,5,1,2,5,1,2,5,2,3,1,1,1,2,4
213,51,26,12,12,2,0.5098039215686274,0.23529411764705882,0.23529411764705882,0.0392156862745098,4.365384615384615,4.461538461538462,4.333333333333333,4.5,4.9423076923076925,5.1923076923076925,4.875,3.5,2,28,Y,3,2,4,4,3,4,4,4,4,5,5,5,4,5,1,5,2,4,5,4,3,3,6,7,6,5,7,4,7,5,2,5,6,4,5,4,5,5,3,3,5,3,3,3,3,2,5,6,5,5,1,4,3,3,3,5,7,6,6,5,5,2,4,5,7,6,6,4,5,6,5,6,5,5,5,5,5,4,5,3,2,4,5,6,6,5,4,5,4,3,5,4,2,2,5,4,3,1,6,3,7,5,3,5,3,5,4,2,6,3,6,7,3,6,6,3,5,2,2,5,5,4,4,5,6,2,6,3,3,3,4,4,3,4,4,4,5,3,6,6,5,2,4,4,6,3,6,3,3,2,6,5,5,3,5,5,2,4,4,3,2,5,4,2,2,1,2,3,1
214,56,28,6,5,17,0.5,0.10714285714285714,0.08928571428571429,0.30357142857142855,4.071428571428571,5.166666666666667,4,3.7058823529411766,5.089285714285714,4.833333333333333,5.5,5.0588235294117645,1,NA,Y,4,3,4,4,4,2,5,5,4,5,6,5,5,4,3,3,1,3,5,4,2,2,5,5,6,3,5,4,5,6,5,6,3,5,3,4,5,5,4,2,3,3,3,3,2,5,3,3,4,6,3,3,5,2,4,6,5,7,3,5,7,5,5,6,3,5,6,5,5,6,6,5,5,5,5,5,6,5,5,5,4,5,4,6,6,5,2,3,3,4,5,3,2,6,5,3,5,3,5,5,5,5,4,3,4,5,2,3,5,2,5,5,6,4,5,3,6,1,2,7,5,5,2,2,6,6,7,5,6,5,6,1,3,2,2,3,7,6,3,7,6,1,5,4,6,3,4,5,2,3,1,3,6,3,4,6,6,2,5,2,4,4,3,5,4,1,2,4,5
215,54,19,6,8,5,0.35185185185185186,0.1111111111111111,0.14814814814814814,0.09259259259259259,6,6.166666666666667,6.375,5.2,5.026315789473684,4.166666666666667,4.5625,6.8,2,22,Y,5,2,3,5,3,5,5,3,6,7,2,4,5,6,1,1,2,4,6,3,1,1,7,7,7,7,7,6,6,3,6,5,5,5,5,3,2,2,1,7,3,6,2,1,1,3,6,6,5,5,3,5,6,1,5,7,7,7,6,7,5,3,2,3,6,7,7,6,3,5,3,3,5,5,5,2,3,3,3,6,2,6,6,5,5,3,3,5,2,2,5,5,3,2,2,3,3,2,6,6,6,5,6,6,6,6,6,5,3,7,4,5,3,5,6,6,5,1,2,1,2,1,3,6,3,5,6,3,6,5,5,1,1,1,1,2,2,1,3,6,3,1,5,3,5,2,2,7,5,1,1,3,4,3,5,3,1,5,2,4,1,4,2,2,1,1,1,1,1
216,72,6,2,3,1,0.08333333333333333,0.027777777777777776,0.041666666666666664,0.013888888888888888,3.1666666666666665,2.5,3,5,4.916666666666667,4.5,5.5,4,2,26,Y,3,4,5,3,2,3,5,6,6,7,7,6,6,6,6,5,6,5,7,7,7,6,7,7,7,7,7,7,7,7,7,7,6,7,7,6,4,4,5,4,6,6,7,3,6,5,5,6,6,5,3,7,5,6,1,5,5,7,4,4,7,5,5,7,7,7,7,1,5,7,5,3,7,6,7,5,7,4,7,3,1,5,3,5,5,2,2,1,1,2,3,1,1,2,1,4,1,2,1,2,2,1,3,2,1,2,1,7,7,5,6,7,6,7,7,6,7,2,4,4,6,5,5,6,7,7,7,7,7,6,4,6,6,3,6,4,3,7,7,7,5,1,4,7,7,4,7,7,7,7,3,3,7,6,7,7,7,4,2,2,5,5,4,4,4,3,2,2,4
217,76,23,12,8,3,0.3026315789473684,0.15789473684210525,0.10526315789473684,0.039473684210526314,5.260869565217392,5.5,5.125,4.666666666666667,5.304347826086956,5.208333333333333,5.1875,6,2,26,NA,3,4,4,3,3,3,6,6,5,5,6,6,6,6,6,5,7,6,6,7,6,6,5,6,6,6,6,6,5,6,6,6,5,6,6,5,5,3,4,4,4,3,5,5,5,6,6,4,4,3,3,4,3,3,5,4,5,5,3,5,5,6,6,5,6,6,5,6,5,6,4,4,6,4,4,5,5,3,5,2,2,2,2,6,6,5,6,4,3,2,4,3,4,5,3,3,4,2,4,3,5,5,4,4,3,5,2,3,4,3,3,5,3,5,3,4,5,3,2,3,3,4,5,4,4,4,6,5,3,3,4,5,3,3,4,4,4,5,5,5,4,4,5,5,3,3,4,3,3,3,2,5,4,3,3,4,5,3,4,3,2,4,4,3,4,2,2,4,4
219,64,34,12,4,18,0.53125,0.1875,0.0625,0.28125,3.323529411764706,3.4166666666666665,3,3.3333333333333335,4.205882352941177,3.0833333333333335,4,5,2,25,Y,3,4,3,3,4,4,5,6,7,7,6,6,4,5,7,7,7,7,5,6,6,6,6,7,6,6,7,7,5,6,1,3,3,4,3,4,4,6,3,2,6,2,1,1,2,1,5,6,6,6,4,5,3,5,7,6,6,7,3,7,3,4,4,2,6,5,6,1,5,6,5,4,6,4,6,5,5,6,6,NA,2,2,3,5,4,3,2,3,7,6,6,3,2,6,4,5,5,6,6,6,6,6,7,5,5,5,5,5,6,6,5,7,6,6,7,6,2,1,1,3,3,3,4,6,6,6,7,2,6,4,5,2,1,1,1,1,2,1,1,6,4,2,6,3,6,2,2,5,3,1,1,2,2,2,6,5,1,3,2,2,2,3,3,4,4,3,2,3,3
221,66,49,21,13,15,0.7424242424242424,0.3181818181818182,0.19696969696969696,0.22727272727272727,4.755102040816327,5.285714285714286,5.384615384615385,3.466666666666667,4.673469387755102,3.8333333333333335,5.653846153846154,5,2,23,Y,1,3,2,5,2,5,6,4,4,4,7,6,4,6,2,3,5,7,7,7,5,6,7,7,7,7,7,7,7,7,7,7,6,6,7,5,3,NA,7,6,3,1,7,6,4,1,7,7,6,4,1,4,4,3,7,7,7,7,7,7,6,3,7,6,7,7,7,7,7,7,4,5,6,4,4,4,6,5,4,1,2,1,2,7,7,5,3,5,1,3,1,1,1,7,7,2,2,2,1,1,1,5,7,6,7,2,2,3,3,1,7,6,6,6,7,7,7,1,1,2,6,5,2,7,6,6,4,4,3,2,7,2,5,3,6,5,4,4,7,7,7,2,6,7,6,5,5,7,3,2,2,6,6,3,7,6,4,3,2,3,3,2,3,3,2,2,1,4,5
222,73,43,11,15,17,0.589041095890411,0.1506849315068493,0.2054794520547945,0.2328767123287671,5.232558139534884,5.2727272727272725,5.8,4.705882352941177,4.0348837209302335,2.727272727272727,3.4,5.4411764705882355,2,24,Y,3,4,5,5,5,4,3,2,3,2,3,3,6,3,2,4,5,7,6,7,6,6,6,6,4,6,2,4,NA,3,6,6,5,6,6,4,2,3,2,2,3,1,2,2,1,1,1,7,1,2,1,2,4,1,6,7,1,7,6,7,6,6,5,7,7,7,7,2,7,6,7,7,3,6,6,2,5,5,5,7,2,4,7,7,7,7,6,7,6,6,6,2,2,6,4,7,7,5,7,5,7,3,7,4,4,4,5,1,1,2,6,6,6,6,6,3,7,2,1,2,6,2,2,7,4,2,3,2,2,4,4,1,1,2,3,1,2,3,6,7,6,2,1,1,2,6,2,2,2,1,1,1,2,2,6,2,6,4,4,2,2,4,2,4,5,2,2,4,5
224,70,9,1,0,8,0.12857142857142856,0.014285714285714285,NA,0.11428571428571428,4.111111111111111,5,NA,4,2.2777777777777777,2,NA,2.3125,1,53,NA,1,2,3,3,3,4,6,3,6,5,5,4,3,5,4,5,4,6,6,5,2,4,7,7,7,7,7,5,6,6,4,6,5,6,5,4,5,7,5,4,6,2,5,5,4,2,5,6,6,5,2,1,1,1,5,6,6,6,6,6,5,2,5,5,7,6,6,7,6,7,4,6,4,2,3,7,3,NA,2,7,2,6,6,5,3,1,2,4,2,3,3,2,1,3,3,3,4,2,3,6,4,2,6,5,4,3,2,3,3,5,3,2,6,3,4,7,5,1,3,3,3,2,3,4,5,4,6,3,3,5,4,3,6,5,4,6,4,7,4,7,3,3,6,6,5,3,2,7,2,1,2,5,3,3,3,6,6,3,2,2,2,4,3,3,3,4,2,3,3
226,50,10,3,4,3,0.2,0.06,0.08,0.06,4.5,3.6666666666666665,5.25,4.333333333333333,3.25,1.5,3,5.333333333333333,1,26,Y,2,5,4,1,1,1,6,5,5,6,6,6,6,5,1,6,3,5,7,7,5,7,6,7,7,6,7,6,7,7,7,6,3,2,3,6,3,2,3,2,2,2,1,2,2,7,5,7,7,3,3,6,7,2,1,6,2,7,2,1,5,6,5,6,6,6,5,6,5,7,4,2,4,2,5,7,2,5,5,6,6,2,6,3,2,2,6,3,2,1,1,2,2,5,2,6,6,3,5,6,7,6,6,6,7,6,4,6,3,2,6,6,5,7,7,7,7,1,6,2,3,2,2,7,6,6,4,2,5,5,7,3,2,2,3,4,2,3,5,7,4,1,4,6,6,6,2,1,3,2,2,2,6,6,7,6,5,4,5,4,3,4,4,4,2,2,2,3,3
227,55,47,20,12,15,0.8545454545454545,0.36363636363636365,0.21818181818181817,0.2727272727272727,5.148936170212766,4.95,5.5,5.133333333333334,4.9361702127659575,5.175,4.708333333333333,4.8,2,20,Y,2,4,3,5,4,3,5,6,6,6,5,5,6,6,5,7,7,6,7,7,3,NA,7,7,6,7,7,6,6,6,7,6,6,6,7,6,5,5,5,3,6,3,6,5,5,6,5,5,6,6,5,5,3,5,6,6,6,6,5,6,6,6,5,7,6,6,5,6,5,7,3,3,4,5,3,2,3,3,3,6,5,6,6,2,2,2,2,2,2,2,2,2,2,5,5,2,2,4,3,3,5,3,3,2,2,3,2,6,6,6,3,7,6,6,6,7,5,3,2,5,6,5,5,6,7,6,6,7,7,5,6,4,3,3,5,3,5,7,6,7,6,3,5,6,6,6,6,7,7,6,6,6,6,6,6,6,7,4,4,3,3,4,4,4,4,3,2,3,2
228,26,23,15,7,1,0.8846153846153846,0.5769230769230769,0.2692307692307692,0.038461538461538464,5.173913043478261,5.533333333333333,4.142857142857143,7,5.195652173913044,5.166666666666667,5.5,3.5,2,24,Y,4,3,4,2,1,4,2,3,4,6,3,4,5,5,7,6,6,3,7,6,3,2,3,5,5,4,5,6,5,7,7,3,3,5,4,6,6,6,6,5,4,6,4,6,6,2,2,3,5,1,2,2,7,6,6,7,6,5,3,5,6,3,5,2,5,6,5,7,6,2,2,6,6,1,1,6,6,5,6,3,2,5,1,6,5,6,7,1,1,1,7,7,6,6,1,3,1,1,5,1,2,1,5,2,1,1,3,7,1,3,1,7,1,3,2,4,5,2,2,5,6,5,5,7,5,5,6,3,5,5,4,7,3,5,7,3,2,6,6,7,4,2,3,5,6,4,7,3,2,1,3,3,5,3,1,3,1,5,4,2,1,3,2,3,1,1,3,4,1
229,47,3,3,0,0,0.06382978723404255,0.06382978723404255,NA,NA,5.333333333333333,5.333333333333333,NA,NA,3.1666666666666665,3.1666666666666665,NA,NA,2,32,NA,2,1,3,3,2,2,4,4,5,6,4,5,5,6,3,2,4,3,6,6,2,3,6,6,6,6,6,4,6,6,3,4,5,6,6,4,6,5,5,3,5,4,6,5,6,4,3,3,6,6,6,3,5,3,5,6,6,6,6,5,6,5,5,5,6,5,7,2,5,6,5,4,6,5,5,2,5,5,3,6,2,2,6,3,3,3,5,5,3,5,5,5,3,5,4,6,5,2,4,2,5,3,5,5,3,3,2,3,2,5,6,3,5,2,3,3,6,3,3,5,3,5,3,5,5,3,5,3,5,5,5,3,3,3,3,4,5,3,5,6,4,2,5,5,5,2,3,3,3,2,5,2,4,4,3,4,3,3,3,2,3,4,3,2,2,3,2,3,3
230,39,24,14,1,9,0.6153846153846154,0.358974358974359,0.02564102564102564,0.23076923076923078,5,4.785714285714286,2,5.666666666666667,5,6.035714285714286,5.5,3.3333333333333335,1,21,Y,3,4,4,4,3,4,6,3,4,5,7,6,6,4,6,6,7,7,7,7,3,6,4,7,6,4,7,5,7,7,6,4,3,5,3,5,6,5,3,4,4,3,3,3,4,5,3,4,6,6,3,3,2,3,4,5,5,7,4,5,5,5,5,5,5,5,7,5,6,6,5,5,6,5,5,2,4,5,5,2,1,2,5,6,5,5,3,3,5,3,4,3,2,6,5,3,5,3,5,3,6,5,4,3,5,6,1,3,7,3,2,5,4,5,5,3,6,2,1,4,6,5,7,6,5,5,4,2,2,5,6,3,3,3,5,4,4,3,5,7,5,2,5,7,3,3,3,3,2,3,3,5,5,5,5,3,4,4,4,4,4,5,4,4,3,3,4,4,4
231,58,27,11,11,5,0.46551724137931033,0.1896551724137931,0.1896551724137931,0.08620689655172414,3.8571428571428568,3.272727272727273,4.909090909090909,3,3.2321428571428568,4.363636363636363,2.590909090909091,2.3333333333333335,2,24,Y,3,4,3,3,2,4,4,6,4,3,3,4,4,6,3,5,6,5,4,5,3,4,6,7,6,7,7,6,6,7,5,5,3,3,7,4,2,5,2,3,5,3,3,4,4,3,6,5,6,5,3,6,4,2,3,7,1,7,4,6,4,6,6,4,6,4,7,4,6,7,5,2,5,3,5,3,3,2,3,6,4,5,6,5,4,4,2,6,1,1,3,3,3,4,1,3,4,3,7,1,7,7,7,5,6,7,6,2,3,3,6,3,5,4,4,6,6,1,1,3,6,2,2,5,4,3,3,4,3,5,5,2,1,2,2,3,5,6,5,6,3,2,3,5,5,2,6,7,4,1,1,3,7,4,5,6,1,2,2,4,2,4,5,3,4,4,4,3,2
232,68,42,16,20,6,0.6176470588235294,0.23529411764705882,0.29411764705882354,0.08823529411764706,4.571428571428571,4.3125,4.35,6,4.809523809523809,4.90625,4.975,4,2,22,Y,5,4,5,1,2,2,5,4,5,7,6,7,7,7,1,5,5,3,2,7,6,6,6,7,6,6,7,7,6,7,7,6,7,3,4,7,2,6,3,5,6,3,3,1,2,2,7,6,5,3,1,7,1,1,5,6,2,7,1,1,7,3,6,7,7,7,7,1,6,7,5,6,7,5,1,6,6,6,6,1,2,2,3,6,7,5,5,1,5,3,6,5,2,3,5,1,1,1,3,1,5,2,6,5,2,5,3,5,7,1,3,6,6,6,5,2,6,2,5,6,6,6,3,7,6,6,7,5,6,4,6,5,1,5,3,3,5,6,7,7,5,2,7,7,5,5,6,3,3,3,6,6,5,5,6,7,6,5,4,3,4,4,5,2,4,3,4,4,1
233,61,34,17,11,6,0.5573770491803278,0.2786885245901639,0.18032786885245902,0.09836065573770492,4.529411764705882,4.294117647058823,4.909090909090909,4.5,4.794117647058823,4.5,5.181818181818182,4.916666666666667,2,27,Y,2,3,3,5,3,3,3,6,3,6,6,6,5,5,6,6,5,6,7,6,5,5,6,7,7,2,7,6,6,6,6,7,3,6,6,6,6,4,5,5,5,4,4,3,5,2,6,5,7,5,4,5,3,3,5,7,6,6,6,7,7,6,6,6,6,7,7,6,6,7,3,2,7,6,6,6,6,6,6,2,2,2,6,5,5,2,3,5,2,2,3,1,1,4,4,3,3,3,3,3,5,4,6,3,3,4,3,3,3,3,5,6,6,4,6,6,5,2,2,6,5,5,4,5,6,5,5,5,4,5,5,5,4,3,5,5,4,5,5,6,6,3,4,5,6,4,5,6,3,2,2,5,6,4,6,3,5,4,3,2,2,4,4,4,4,2,2,3,4
234,62,40,39,0,1,0.6451612903225806,0.6290322580645161,NA,0.016129032258064516,5.525,5.564102564102564,NA,4,5.825,5.897435897435898,NA,3,1,22,Y,3,4,4,4,4,3,4,6,4,3,6,7,6,4,7,7,7,7,5,7,4,5,7,7,7,7,7,4,5,5,4,5,3,5,5,5,3,3,3,2,4,2,4,1,2,4,4,3,3,3,4,3,2,2,1,3,2,4,1,2,6,3,4,4,5,6,6,4,2,5,4,5,5,6,6,4,5,4,4,5,4,6,6,7,6,6,5,5,3,4,4,4,3,4,4,4,2,4,7,3,7,6,6,6,4,6,4,2,3,3,6,3,2,4,3,6,5,5,4,7,7,7,6,6,4,4,4,3,4,4,3,3,3,3,3,4,3,3,4,5,4,4,6,5,4,3,2,5,3,2,4,5,5,4,4,4,5,4,4,4,4,4,4,4,4,3,4,3,3
235,4,4,4,0,0,1,1,NA,NA,5,5,NA,NA,3.125,3.125,NA,NA,2,28,Y,3,3,3,4,2,3,5,5,3,4,5,5,5,5,3,5,6,5,2,6,4,2,4,6,7,4,6,6,6,6,7,5,4,4,6,4,4,5,2,2,2,4,2,1,3,3,3,4,4,4,4,4,5,3,4,4,4,6,3,5,5,5,6,5,6,7,3,7,7,6,4,4,6,5,4,4,5,5,5,3,2,4,5,5,5,5,4,3,4,5,6,6,4,6,6,6,5,5,5,3,6,6,6,6,5,5,3,5,5,3,4,6,4,5,4,4,4,2,2,2,3,5,3,2,4,3,4,4,7,4,4,2,2,2,2,2,3,5,3,5,5,3,5,4,4,3,4,4,5,1,2,2,5,4,4,5,5,2,3,3,2,4,3,3,3,2,2,3,3
236,12,7,6,1,0,0.5833333333333334,0.5,0.08333333333333333,NA,5.428571428571429,5.666666666666667,4,NA,3.0714285714285716,3,3.5,NA,1,23,Y,4,4,4,3,3,2,3,3,3,3,6,3,3,3,3,3,2,2,5,5,3,2,5,7,7,5,6,3,6,6,5,3,3,3,5,3,3,3,2,1,3,1,1,2,2,2,4,2,3,3,2,3,2,2,2,6,5,5,2,2,5,5,6,5,3,5,6,6,7,7,6,6,7,5,4,3,5,5,5,1,1,2,5,6,7,6,5,6,5,4,6,3,2,7,5,5,4,6,6,6,7,6,7,6,7,7,5,3,5,4,5,4,3,4,5,3,5,2,2,5,5,5,2,6,3,3,4,3,3,5,2,1,1,1,2,2,2,2,3,4,3,2,3,6,5,5,2,2,2,2,1,2,5,2,3,2,2,3,3,2,3,3,2,2,2,2,3,4,2
237,63,15,10,4,1,0.23809523809523808,0.15873015873015872,0.06349206349206349,0.015873015873015872,4.2,4.1,4.25,5,2.9,2.3,4.75,1.5,2,18,NA,3,2,4,3,2,3,6,5,6,5,4,5,6,6,4,7,3,7,6,7,5,5,6,7,7,7,7,6,6,5,4,6,5,6,6,5,5,4,5,5,6,4,5,5,6,2,7,7,6,4,4,5,3,3,3,1,6,5,5,5,6,5,6,5,6,5,4,4,5,6,4,4,6,5,6,5,5,6,5,5,2,5,7,5,6,2,2,1,2,2,2,2,3,4,3,2,2,3,2,4,3,3,5,4,2,2,2,6,5,3,6,6,6,7,6,6,5,4,3,3,6,3,2,5,5,5,5,4,5,5,4,5,5,5,6,5,5,5,4,5,5,4,5,6,6,6,5,6,4,3,5,4,6,5,6,5,6,4,4,4,4,3,3,4,3,2,3,4,4
238,38,23,15,1,7,0.6052631578947368,0.39473684210526316,0.02631578947368421,0.18421052631578946,4.826086956521739,4.666666666666667,4,5.285714285714286,3.5652173913043477,3.7333333333333334,3.5,3.2142857142857144,1,23,Y,2,2,5,3,2,2,4,5,5,6,7,4,4,2,6,6,3,5,6,6,2,5,5,5,6,3,5,6,7,7,5,6,5,5,4,2,3,5,2,1,4,2,2,2,1,6,5,2,6,5,3,6,3,2,5,7,2,5,3,1,6,2,3,6,7,6,7,6,5,7,6,5,7,2,7,5,6,5,6,5,4,2,3,4,5,3,4,2,3,3,6,4,1,2,1,2,2,2,7,6,6,6,6,6,6,7,6,6,2,6,2,6,3,6,3,7,5,3,3,4,6,5,6,5,2,NA,6,2,3,2,2,2,3,3,2,2,3,3,6,6,6,5,7,6,3,3,3,6,2,2,2,6,3,1,3,6,2,5,2,5,5,3,5,4,4,1,2,5,1
239,60,13,4,4,5,0.21666666666666667,0.06666666666666667,0.06666666666666667,0.08333333333333333,4.846153846153846,4.75,5.5,4.4,5.576923076923077,5.5,5.125,6,1,22,Y,2,4,4,4,1,3,4,3,4,6,6,7,7,6,6,7,6,6,4,7,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,7,6,6,5,3,NA,6,3,6,7,2,7,5,7,7,7,7,7,2,7,6,7,7,7,6,7,6,6,6,7,7,7,7,7,7,7,1,7,7,7,6,7,7,7,2,1,2,2,5,3,1,1,6,2,2,3,3,3,2,1,1,1,1,2,3,7,2,7,2,3,3,3,2,7,2,2,2,5,2,5,7,6,1,1,1,4,NA,3,2,5,3,5,2,4,5,7,6,6,2,6,3,3,7,6,6,7,2,7,7,5,3,7,7,6,1,1,6,6,6,6,7,6,5,5,5,5,4,5,4,4,5,4,4,4
240,74,30,18,12,0,0.40540540540540543,0.24324324324324326,0.16216216216216217,NA,3.333333333333333,3.5555555555555554,3,NA,3.3499999999999996,4.472222222222222,1.6666666666666665,NA,2,24,Y,2,2,4,3,3,2,4,5,5,3,5,6,6,6,1,5,2,4,3,5,5,6,7,6,6,7,6,5,6,7,4,5,3,4,6,6,6,3,6,5,5,6,6,3,5,3,3,5,3,5,3,4,2,5,6,6,5,5,4,5,5,3,5,4,6,5,3,3,6,5,5,5,6,6,6,5,5,5,5,5,3,6,6,6,6,5,6,6,2,3,5,4,5,3,2,2,4,2,5,2,4,5,5,5,2,5,1,1,7,2,6,6,3,7,5,6,6,5,2,6,6,6,6,3,5,3,6,6,3,5,5,5,5,4,3,4,5,3,4,6,5,5,5,5,5,4,3,7,4,2,3,6,4,5,3,5,2,2,3,3,5,4,4,3,2,2,2,4,2
241,50,9,5,1,3,0.18,0.1,0.02,0.06,5.222222222222222,4.8,2,7,2.8333333333333335,2.5,5.5,2.5,1,23,Y,1,4,2,4,1,1,6,6,5,6,7,7,7,6,2,1,2,6,6,6,2,3,7,7,6,7,7,6,4,6,7,7,3,7,6,6,5,6,2,2,6,3,6,2,2,6,7,7,6,5,4,4,6,5,2,4,2,2,1,5,6,5,7,7,6,6,7,4,5,4,4,2,2,4,4,6,4,2,4,6,6,3,6,2,5,1,5,5,2,2,2,1,1,2,2,2,2,4,5,3,5,3,6,5,5,5,2,2,5,4,6,5,6,6,7,5,6,3,2,5,5,5,2,7,5,3,5,5,4,2,2,2,2,2,3,2,3,3,7,7,4,3,5,6,5,5,6,2,3,1,3,5,6,6,6,2,5,2,1,3,4,5,4,5,5,5,3,5,5
243,73,7,5,1,1,0.0958904109589041,0.0684931506849315,0.0136986301369863,0.0136986301369863,4.571428571428571,4.4,6,4,3.642857142857143,3.5,4.5,3.5,1,23,Y,2,2,3,3,3,2,4,5,5,5,6,3,5,4,6,5,7,6,6,6,6,6,6,7,6,7,7,5,5,7,5,5,3,4,5,5,3,2,4,3,5,5,3,3,4,2,5,5,4,3,3,7,6,5,7,7,6,6,4,5,5,6,5,5,6,6,6,7,5,5,5,6,5,5,3,2,5,3,2,6,2,5,3,5,6,5,3,5,3,4,5,4,5,5,2,3,3,2,5,2,5,6,3,3,3,5,4,1,2,5,6,3,4,2,1,7,5,1,2,5,6,5,2,1,2,5,3,3,5,5,5,2,3,4,5,2,2,7,4,3,5,4,3,7,5,5,3,6,5,3,2,5,5,4,3,3,4,4,2,2,2,4,4,3,2,3,2,3,3
